anio;jurisdiccion_de_residencia_id;jurisdicion_residencia_nombre;cie10_causa_id;cie10_clasificacion;sexo_id;Sexo;muerte_materna_id;muerte_materna_clasificacion;grupo_edad;cantidad
2023;82;Santa Fe;V43;Ocupante de automóvil lesionado por colisión con otro automóvil, camioneta o furgoneta;1;masculino;;;03.De 35 a 54 anios;3
2023;66;Salta;V09;Peatón lesionado en otros accidentes de transporte, y en los no especificados;1;masculino;;;03.De 35 a 54 anios;1
2023;82;Santa Fe;V89;Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado;1;masculino;;;03.De 35 a 54 anios;3
2023;6;Buenos Aires;X95;Agresión con disparo de otras armas de fuego, y las no especificadas;1;masculino;;;03.De 35 a 54 anios;11
2023;6;Buenos Aires;W17;Otras caídas de un nivel a otro;1;masculino;;;03.De 35 a 54 anios;1
2023;18;Corrientes;X95;Agresión con disparo de otras armas de fuego, y las no especificadas;1;masculino;;;03.De 35 a 54 anios;1
2023;6;Buenos Aires;X59;Exposición a factores no especificados;1;masculino;;;03.De 35 a 54 anios;42
2023;6;Buenos Aires;W54;Mordedura o ataque de perro;1;masculino;;;03.De 35 a 54 anios;1
2023;2;Ciudad Autónoma de Buenos Aires;W80;Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias;1;masculino;;;03.De 35 a 54 anios;1
2023;18;Corrientes;Y08;Agresión por otros medios especificados;2;femenino;;;03.De 35 a 54 anios;1
2023;14;Córdoba;Y08;Agresión por otros medios especificados;1;masculino;;;03.De 35 a 54 anios;1
2023;22;Chaco;W58;Mordedura o ataque de cocodrilo o caimán;2;femenino;;;03.De 35 a 54 anios;1
2023;82;Santa Fe;W64;Exposición a otras fuerzas mecánicas animadas, y las no especificadas;1;masculino;;;03.De 35 a 54 anios;1
2023;18;Corrientes;V89;Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado;1;masculino;;;03.De 35 a 54 anios;1
2023;62;Río Negro;Y09;Agresión por medios no especificados;1;masculino;;;03.De 35 a 54 anios;1
2023;30;Entre Ríos;X95;Agresión con disparo de otras armas de fuego, y las no especificadas;1;masculino;;;03.De 35 a 54 anios;2
2023;6;Buenos Aires;W84;Obstrucción no especificada de la respiración;2;femenino;;;03.De 35 a 54 anios;1
2023;18;Corrientes;V22;Motociclista lesionado por colisión con vehículo de motor de dos o tres ruedas;1;masculino;;;03.De 35 a 54 anios;1
2023;30;Entre Ríos;V53;Ocupante de camioneta o furgoneta lesionado por colisión con automóvil, camioneta o furgoneta;2;femenino;;;03.De 35 a 54 anios;1
2023;54;Misiones;V23;Motociclista lesionado por colisión con automóvil, camioneta o furgoneta;2;femenino;;;03.De 35 a 54 anios;1
2023;50;Mendoza;V47;Ocupante de automóvil lesionado por colisión con objeto fijo o estacionado;2;femenino;;;03.De 35 a 54 anios;1
2023;14;Córdoba;V89;Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado;1;masculino;;;03.De 35 a 54 anios;1
2023;2;Ciudad Autónoma de Buenos Aires;V89;Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado;2;femenino;;;03.De 35 a 54 anios;1
2023;98;;W84;Obstrucción no especificada de la respiración;1;masculino;;;03.De 35 a 54 anios;1
2023;6;Buenos Aires;X09;Exposición a humos, fuegos o llamas no especificados;1;masculino;;;03.De 35 a 54 anios;1
2023;10;Catamarca;V23;Motociclista lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;03.De 35 a 54 anios;3
2023;50;Mendoza;V29;Motociclista lesionado en otros accidentes de transporte, y en los no especificados;1;masculino;;;03.De 35 a 54 anios;1
2023;18;Corrientes;X99;Agresión con objeto cortante;1;masculino;;;03.De 35 a 54 anios;3
2023;14;Córdoba;V24;Motociclista lesionado por colisión con vehículo de transporte pesado o autobús;1;masculino;;;03.De 35 a 54 anios;2
2023;62;Río Negro;V55;Ocupante de camioneta o furgoneta lesionado por colisión con tren o vehículo de rieles;1;masculino;;;03.De 35 a 54 anios;1
2023;6;Buenos Aires;V43;Ocupante de automóvil lesionado por colisión con otro automóvil, camioneta o furgoneta;1;masculino;;;03.De 35 a 54 anios;1
2023;82;Santa Fe;W85;Exposición a líneas de transmisión eléctrica;1;masculino;;;03.De 35 a 54 anios;1
2023;50;Mendoza;W18;Otras caídas en el mismo nivel;2;femenino;;;03.De 35 a 54 anios;1
2023;66;Salta;X91;Agresión por ahorcamiento, estrangulamiento y sofocación;2;femenino;;;03.De 35 a 54 anios;1
2023;14;Córdoba;X99;Agresión con objeto cortante;2;femenino;;;03.De 35 a 54 anios;1
2023;82;Santa Fe;V48;Ocupante de automóvil lesionado en accidente de transporte sin colisión;1;masculino;;;03.De 35 a 54 anios;7
2023;18;Corrientes;W87;Exposición a corriente eléctrica no especificada;2;femenino;;;03.De 35 a 54 anios;1
2023;90;Tucumán;W87;Exposición a corriente eléctrica no especificada;1;masculino;;;03.De 35 a 54 anios;1
2023;34;Formosa;V03;Peatón lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;03.De 35 a 54 anios;1
2023;62;Río Negro;V24;Motociclista lesionado por colisión con vehículo de transporte pesado o autobús;1;masculino;;;03.De 35 a 54 anios;1
2023;99;Sin Información;W94;Exposición a presión de aire alta y baja y a cambios en la presión del aire;1;masculino;;;03.De 35 a 54 anios;1
2023;62;Río Negro;V43;Ocupante de automóvil lesionado por colisión con otro automóvil, camioneta o furgoneta;1;masculino;;;03.De 35 a 54 anios;1
2023;30;Entre Ríos;V58;Ocupante de camioneta o furgoneta lesionado en accidente de transporte sin colisión;1;masculino;;;03.De 35 a 54 anios;1
2023;50;Mendoza;X99;Agresión con objeto cortante;1;masculino;;;03.De 35 a 54 anios;1
2023;18;Corrientes;X99;Agresión con objeto cortante;2;femenino;;;03.De 35 a 54 anios;1
2023;66;Salta;V43;Ocupante de automóvil lesionado por colisión con otro automóvil, camioneta o furgoneta;2;femenino;;;03.De 35 a 54 anios;1
2023;14;Córdoba;V25;Motociclista lesionado por colisión con tren o vehículo de rieles;1;masculino;;;03.De 35 a 54 anios;1
